candidates_id,question_id,response
cd00dc29b5c5e5fb660945d12255f9a110e4d643a73059fbae2f9335ce8b8264,8e39ba0b638a459aa5323aca5350f38c,Active response
60d1a00ead883aaca3c501c309e2cbf685f1cd61435241b2faeb1f3db82f7541,8e39ba0b638a459aa5323aca5350f38c,No especificado
8e8aa543ee96e42cb85626d06d12995c5f93cf0b92057a946d53598e694d1990,8e39ba0b638a459aa5323aca5350f38c,No especificado
417c5647e0cc51c44517b7bb1a44ba32a98a6bc78d17db7deb540531c776a4b8,8e39ba0b638a459aa5323aca5350f38c,Active response
2ef48296f91c4a0fa9e55128121dd1141c8ab9ce9d7b1696acbe3d7acd821684,8e39ba0b638a459aa5323aca5350f38c,No especificado
b1eb364062dad98fbfa639a15f638f647b29fa286c5a9393244f4aa32ff3126a,8e39ba0b638a459aa5323aca5350f38c,No especificado
35e816d71c50d40dae1835d162ae6caf3e560c469809cc8b712d21e98906e457,8e39ba0b638a459aa5323aca5350f38c,Active response
e31768282dac1712c54f44dcdc6411aa1b027986a9c5616b635ba3d1799bd176,8e39ba0b638a459aa5323aca5350f38c,No especificado
b4428b45723fa721ee1c54a3cf5d5b20d8955ed2282b37b8e06f39036492cf0b,8e39ba0b638a459aa5323aca5350f38c,No especificado
fc66b1a85dbdee0d9245d418054a6ef357fd70dfadb1937ff85a51362d1fae99,8e39ba0b638a459aa5323aca5350f38c,Active response
6030fc9319511735d269a158f7827f0ada85712190a7c72853d2239811f5b837,8e39ba0b638a459aa5323aca5350f38c,No especificado
f60fcdfc553973d5505343d1d800c0352501d457eb95032e0fa6691d1c7cdfa4,8e39ba0b638a459aa5323aca5350f38c,Active response
76b549982ebffdea760a51f343aff9fa5a18133f5d0b05a928cf2b833b253653,8e39ba0b638a459aa5323aca5350f38c,Active response
0fadf8d7acd06b02dc37cdde4d06c67800b3fd9b0405a39f31f0495ee0ab6b47,8e39ba0b638a459aa5323aca5350f38c,Active response
844783b6f673e3330748b1a80f0ae21b054dac2ba6a3e84e251890b0dbb7140f,8e39ba0b638a459aa5323aca5350f38c,Active response
dd05c95f3ce677fdaffb260f461216cae8d113c5f12f3e21e03b4e5281ff1504,8e39ba0b638a459aa5323aca5350f38c,Active response
b28d7dfffc0e9bafb9ace52b5481032f6dc955acb7b627a047e8d3e0ad7e8ff9,8e39ba0b638a459aa5323aca5350f38c,Active response
b90a13248ddd70fa0bc310abc10335e0623bd4668eae869169bb5effc8cb6344,8e39ba0b638a459aa5323aca5350f38c,Active response
530fa2403330bbf327f64dd85157698267995166bef07f4e2fc96bcaf99ec2e4,8e39ba0b638a459aa5323aca5350f38c,Active response
57226ac912d348dd7ceffc7ec6c8dcbe8291336bcca9f359107f89e3c6941464,8e39ba0b638a459aa5323aca5350f38c,No especificado
d95946464034fcbf1114741016a50c42bf3fcc4aa2265e77b9e79d5a8dd12f0b,8e39ba0b638a459aa5323aca5350f38c,No especificado
e94e705944bb7083b82165b56829817662852305c79b3eb7aff4aed7415d0e52,8e39ba0b638a459aa5323aca5350f38c,Active response
975cb0b63b0b7e0550268d4678c1abce25e3d689c612e32cfc506c008ece8995,8e39ba0b638a459aa5323aca5350f38c,Active response
673dc174bbdffa3d88a4c57a804781e98f86d00b730fa829d832b9753e7a3779,92636148a4a04227ac2a17c744ae4aa9,No especificado
5cd3713008635b158efa7406b25eabc6825e93a0625df6e96dd31aa9d857bb8e,92636148a4a04227ac2a17c744ae4aa9,No especificado
17fbd58ca771f94008ffb056f7226dde097a47039fb1ec9bf32872f0b6d20625,92636148a4a04227ac2a17c744ae4aa9,Active response
cee4404e5f694ad6141cb1dda30f78df1a5ed3e0efa6def532302a78a1ed26e8,92636148a4a04227ac2a17c744ae4aa9,Active response
467b92deb304456a96d260db83d6fe421bcc30a5cf1113a7704de32a52301b10,92636148a4a04227ac2a17c744ae4aa9,Active response
36f256f0c14392d372137b7874d33e347d0a948683093784dbbc3e49f02531de,92636148a4a04227ac2a17c744ae4aa9,Active response
cd00dc29b5c5e5fb660945d12255f9a110e4d643a73059fbae2f9335ce8b8264,92636148a4a04227ac2a17c744ae4aa9,Active response
60d1a00ead883aaca3c501c309e2cbf685f1cd61435241b2faeb1f3db82f7541,92636148a4a04227ac2a17c744ae4aa9,No especificado
8e8aa543ee96e42cb85626d06d12995c5f93cf0b92057a946d53598e694d1990,92636148a4a04227ac2a17c744ae4aa9,No especificado
417c5647e0cc51c44517b7bb1a44ba32a98a6bc78d17db7deb540531c776a4b8,92636148a4a04227ac2a17c744ae4aa9,Active response
2ef48296f91c4a0fa9e55128121dd1141c8ab9ce9d7b1696acbe3d7acd821684,92636148a4a04227ac2a17c744ae4aa9,Active response
b1eb364062dad98fbfa639a15f638f647b29fa286c5a9393244f4aa32ff3126a,92636148a4a04227ac2a17c744ae4aa9,No especificado
35e816d71c50d40dae1835d162ae6caf3e560c469809cc8b712d21e98906e457,92636148a4a04227ac2a17c744ae4aa9,Active response
e31768282dac1712c54f44dcdc6411aa1b027986a9c5616b635ba3d1799bd176,92636148a4a04227ac2a17c744ae4aa9,No especificado
b4428b45723fa721ee1c54a3cf5d5b20d8955ed2282b37b8e06f39036492cf0b,92636148a4a04227ac2a17c744ae4aa9,No especificado
fc66b1a85dbdee0d9245d418054a6ef357fd70dfadb1937ff85a51362d1fae99,92636148a4a04227ac2a17c744ae4aa9,Active response
6030fc9319511735d269a158f7827f0ada85712190a7c72853d2239811f5b837,92636148a4a04227ac2a17c744ae4aa9,No especificado
f60fcdfc553973d5505343d1d800c0352501d457eb95032e0fa6691d1c7cdfa4,92636148a4a04227ac2a17c744ae4aa9,Active response
76b549982ebffdea760a51f343aff9fa5a18133f5d0b05a928cf2b833b253653,92636148a4a04227ac2a17c744ae4aa9,Active response
0fadf8d7acd06b02dc37cdde4d06c67800b3fd9b0405a39f31f0495ee0ab6b47,92636148a4a04227ac2a17c744ae4aa9,No especificado
844783b6f673e3330748b1a80f0ae21b054dac2ba6a3e84e251890b0dbb7140f,92636148a4a04227ac2a17c744ae4aa9,Active response
dd05c95f3ce677fdaffb260f461216cae8d113c5f12f3e21e03b4e5281ff1504,92636148a4a04227ac2a17c744ae4aa9,Active response
b28d7dfffc0e9bafb9ace52b5481032f6dc955acb7b627a047e8d3e0ad7e8ff9,92636148a4a04227ac2a17c744ae4aa9,Active response
b90a13248ddd70fa0bc310abc10335e0623bd4668eae869169bb5effc8cb6344,92636148a4a04227ac2a17c744ae4aa9,Active response
530fa2403330bbf327f64dd85157698267995166bef07f4e2fc96bcaf99ec2e4,92636148a4a04227ac2a17c744ae4aa9,Active response
57226ac912d348dd7ceffc7ec6c8dcbe8291336bcca9f359107f89e3c6941464,92636148a4a04227ac2a17c744ae4aa9,No especificado
d95946464034fcbf1114741016a50c42bf3fcc4aa2265e77b9e79d5a8dd12f0b,92636148a4a04227ac2a17c744ae4aa9,No especificado
e94e705944bb7083b82165b56829817662852305c79b3eb7aff4aed7415d0e52,92636148a4a04227ac2a17c744ae4aa9,Active response
975cb0b63b0b7e0550268d4678c1abce25e3d689c612e32cfc506c008ece8995,92636148a4a04227ac2a17c744ae4aa9,Active response
673dc174bbdffa3d88a4c57a804781e98f86d00b730fa829d832b9753e7a3779,92a6a5a99b694d398d1e591aaefe7558,Active response
5cd3713008635b158efa7406b25eabc6825e93a0625df6e96dd31aa9d857bb8e,92a6a5a99b694d398d1e591aaefe7558,Active response
17fbd58ca771f94008ffb056f7226dde097a47039fb1ec9bf32872f0b6d20625,92a6a5a99b694d398d1e591aaefe7558,Active response
cee4404e5f694ad6141cb1dda30f78df1a5ed3e0efa6def532302a78a1ed26e8,92a6a5a99b694d398d1e591aaefe7558,Active response
467b92deb304456a96d260db83d6fe421bcc30a5cf1113a7704de32a52301b10,92a6a5a99b694d398d1e591aaefe7558,Active response
36f256f0c14392d372137b7874d33e347d0a948683093784dbbc3e49f02531de,92a6a5a99b694d398d1e591aaefe7558,Active response
cd00dc29b5c5e5fb660945d12255f9a110e4d643a73059fbae2f9335ce8b8264,92a6a5a99b694d398d1e591aaefe7558,Active response
60d1a00ead883aaca3c501c309e2cbf685f1cd61435241b2faeb1f3db82f7541,92a6a5a99b694d398d1e591aaefe7558,No especificado
8e8aa543ee96e42cb85626d06d12995c5f93cf0b92057a946d53598e694d1990,92a6a5a99b694d398d1e591aaefe7558,No especificado
417c5647e0cc51c44517b7bb1a44ba32a98a6bc78d17db7deb540531c776a4b8,92a6a5a99b694d398d1e591aaefe7558,Active response
2ef48296f91c4a0fa9e55128121dd1141c8ab9ce9d7b1696acbe3d7acd821684,92a6a5a99b694d398d1e591aaefe7558,Active response
b1eb364062dad98fbfa639a15f638f647b29fa286c5a9393244f4aa32ff3126a,92a6a5a99b694d398d1e591aaefe7558,Active response
35e816d71c50d40dae1835d162ae6caf3e560c469809cc8b712d21e98906e457,92a6a5a99b694d398d1e591aaefe7558,Active response
e31768282dac1712c54f44dcdc6411aa1b027986a9c5616b635ba3d1799bd176,92a6a5a99b694d398d1e591aaefe7558,No especificado
b4428b45723fa721ee1c54a3cf5d5b20d8955ed2282b37b8e06f39036492cf0b,92a6a5a99b694d398d1e591aaefe7558,No especificado
fc66b1a85dbdee0d9245d418054a6ef357fd70dfadb1937ff85a51362d1fae99,92a6a5a99b694d398d1e591aaefe7558,Active response
6030fc9319511735d269a158f7827f0ada85712190a7c72853d2239811f5b837,92a6a5a99b694d398d1e591aaefe7558,Active response
f60fcdfc553973d5505343d1d800c0352501d457eb95032e0fa6691d1c7cdfa4,92a6a5a99b694d398d1e591aaefe7558,Active response
76b549982ebffdea760a51f343aff9fa5a18133f5d0b05a928cf2b833b253653,92a6a5a99b694d398d1e591aaefe7558,Active response
0fadf8d7acd06b02dc37cdde4d06c67800b3fd9b0405a39f31f0495ee0ab6b47,92a6a5a99b694d398d1e591aaefe7558,Active response
844783b6f673e3330748b1a80f0ae21b054dac2ba6a3e84e251890b0dbb7140f,92a6a5a99b694d398d1e591aaefe7558,Active response
dd05c95f3ce677fdaffb260f461216cae8d113c5f12f3e21e03b4e5281ff1504,92a6a5a99b694d398d1e591aaefe7558,Active response
b28d7dfffc0e9bafb9ace52b5481032f6dc955acb7b627a047e8d3e0ad7e8ff9,92a6a5a99b694d398d1e591aaefe7558,Active response
b90a13248ddd70fa0bc310abc10335e0623bd4668eae869169bb5effc8cb6344,92a6a5a99b694d398d1e591aaefe7558,Active response
530fa2403330bbf327f64dd85157698267995166bef07f4e2fc96bcaf99ec2e4,92a6a5a99b694d398d1e591aaefe7558,Active response
57226ac912d348dd7ceffc7ec6c8dcbe8291336bcca9f359107f89e3c6941464,92a6a5a99b694d398d1e591aaefe7558,No especificado
d95946464034fcbf1114741016a50c42bf3fcc4aa2265e77b9e79d5a8dd12f0b,92a6a5a99b694d398d1e591aaefe7558,Active response
e94e705944bb7083b82165b56829817662852305c79b3eb7aff4aed7415d0e52,92a6a5a99b694d398d1e591aaefe7558,Active response
975cb0b63b0b7e0550268d4678c1abce25e3d689c612e32cfc506c008ece8995,92a6a5a99b694d398d1e591aaefe7558,Active response
673dc174bbdffa3d88a4c57a804781e98f86d00b730fa829d832b9753e7a3779,9cc0d3e4f0054d6a930cfcc20ca2cd5a,Active response
5cd3713008635b158efa7406b25eabc6825e93a0625df6e96dd31aa9d857bb8e,9cc0d3e4f0054d6a930cfcc20ca2cd5a,Active response
17fbd58ca771f94008ffb056f7226dde097a47039fb1ec9bf32872f0b6d20625,9cc0d3e4f0054d6a930cfcc20ca2cd5a,Active response
cee4404e5f694ad6141cb1dda30f78df1a5ed3e0efa6def532302a78a1ed26e8,9cc0d3e4f0054d6a930cfcc20ca2cd5a,Active response
467b92deb304456a96d260db83d6fe421bcc30a5cf1113a7704de32a52301b10,9cc0d3e4f0054d6a930cfcc20ca2cd5a,Active response
36f256f0c14392d372137b7874d33e347d0a948683093784dbbc3e49f02531de,9cc0d3e4f0054d6a930cfcc20ca2cd5a,Active response
cd00dc29b5c5e5fb660945d12255f9a110e4d643a73059fbae2f9335ce8b8264,9cc0d3e4f0054d6a930cfcc20ca2cd5a,Active response
60d1a00ead883aaca3c501c309e2cbf685f1cd61435241b2faeb1f3db82f7541,9cc0d3e4f0054d6a930cfcc20ca2cd5a,Active response
8e8aa543ee96e42cb85626d06d12995c5f93cf0b92057a946d53598e694d1990,9cc0d3e4f0054d6a930cfcc20ca2cd5a,Active response
417c5647e0cc51c44517b7bb1a44ba32a98a6bc78d17db7deb540531c776a4b8,9cc0d3e4f0054d6a930cfcc20ca2cd5a,Active response
2ef48296f91c4a0fa9e55128121dd1141c8ab9ce9d7b1696acbe3d7acd821684,9cc0d3e4f0054d6a930cfcc20ca2cd5a,Active response
b1eb364062dad98fbfa639a15f638f647b29fa286c5a9393244f4aa32ff3126a,9cc0d3e4f0054d6a930cfcc20ca2cd5a,Active response
35e816d71c50d40dae1835d162ae6caf3e560c469809cc8b712d21e98906e457,9cc0d3e4f0054d6a930cfcc20ca2cd5a,Active response
e31768282dac1712c54f44dcdc6411aa1b027986a9c5616b635ba3d1799bd176,9cc0d3e4f0054d6a930cfcc20ca2cd5a,No especificado
b4428b45723fa721ee1c54a3cf5d5b20d8955ed2282b37b8e06f39036492cf0b,9cc0d3e4f0054d6a930cfcc20ca2cd5a,Active response
fc66b1a85dbdee0d9245d418054a6ef357fd70dfadb1937ff85a51362d1fae99,9cc0d3e4f0054d6a930cfcc20ca2cd5a,Active response
6030fc9319511735d269a158f7827f0ada85712190a7c72853d2239811f5b837,9cc0d3e4f0054d6a930cfcc20ca2cd5a,Active response
f60fcdfc553973d5505343d1d800c0352501d457eb95032e0fa6691d1c7cdfa4,9cc0d3e4f0054d6a930cfcc20ca2cd5a,Active response
76b549982ebffdea760a51f343aff9fa5a18133f5d0b05a928cf2b833b253653,9cc0d3e4f0054d6a930cfcc20ca2cd5a,Active response
0fadf8d7acd06b02dc37cdde4d06c67800b3fd9b0405a39f31f0495ee0ab6b47,9cc0d3e4f0054d6a930cfcc20ca2cd5a,Active response
844783b6f673e3330748b1a80f0ae21b054dac2ba6a3e84e251890b0dbb7140f,9cc0d3e4f0054d6a930cfcc20ca2cd5a,Active response
dd05c95f3ce677fdaffb260f461216cae8d113c5f12f3e21e03b4e5281ff1504,9cc0d3e4f0054d6a930cfcc20ca2cd5a,Active response
b28d7dfffc0e9bafb9ace52b5481032f6dc955acb7b627a047e8d3e0ad7e8ff9,9cc0d3e4f0054d6a930cfcc20ca2cd5a,Active response
b90a13248ddd70fa0bc310abc10335e0623bd4668eae869169bb5effc8cb6344,9cc0d3e4f0054d6a930cfcc20ca2cd5a,Active response
530fa2403330bbf327f64dd85157698267995166bef07f4e2fc96bcaf99ec2e4,9cc0d3e4f0054d6a930cfcc20ca2cd5a,Active response
57226ac912d348dd7ceffc7ec6c8dcbe8291336bcca9f359107f89e3c6941464,9cc0d3e4f0054d6a930cfcc20ca2cd5a,Active response
d95946464034fcbf1114741016a50c42bf3fcc4aa2265e77b9e79d5a8dd12f0b,9cc0d3e4f0054d6a930cfcc20ca2cd5a,Active response
e94e705944bb7083b82165b56829817662852305c79b3eb7aff4aed7415d0e52,9cc0d3e4f0054d6a930cfcc20ca2cd5a,Active response
975cb0b63b0b7e0550268d4678c1abce25e3d689c612e32cfc506c008ece8995,9cc0d3e4f0054d6a930cfcc20ca2cd5a,Active response
673dc174bbdffa3d88a4c57a804781e98f86d00b730fa829d832b9753e7a3779,ff1d9a3711bc496c8a734171591a8fb7,Active response
5cd3713008635b158efa7406b25eabc6825e93a0625df6e96dd31aa9d857bb8e,ff1d9a3711bc496c8a734171591a8fb7,Active response
17fbd58ca771f94008ffb056f7226dde097a47039fb1ec9bf32872f0b6d20625,ff1d9a3711bc496c8a734171591a8fb7,Active response
cee4404e5f694ad6141cb1dda30f78df1a5ed3e0efa6def532302a78a1ed26e8,ff1d9a3711bc496c8a734171591a8fb7,Active response
467b92deb304456a96d260db83d6fe421bcc30a5cf1113a7704de32a52301b10,ff1d9a3711bc496c8a734171591a8fb7,Active response
36f256f0c14392d372137b7874d33e347d0a948683093784dbbc3e49f02531de,ff1d9a3711bc496c8a734171591a8fb7,Active response
cd00dc29b5c5e5fb660945d12255f9a110e4d643a73059fbae2f9335ce8b8264,ff1d9a3711bc496c8a734171591a8fb7,Active response
60d1a00ead883aaca3c501c309e2cbf685f1cd61435241b2faeb1f3db82f7541,ff1d9a3711bc496c8a734171591a8fb7,No especificado
8e8aa543ee96e42cb85626d06d12995c5f93cf0b92057a946d53598e694d1990,ff1d9a3711bc496c8a734171591a8fb7,No especificado
417c5647e0cc51c44517b7bb1a44ba32a98a6bc78d17db7deb540531c776a4b8,ff1d9a3711bc496c8a734171591a8fb7,Active response
2ef48296f91c4a0fa9e55128121dd1141c8ab9ce9d7b1696acbe3d7acd821684,ff1d9a3711bc496c8a734171591a8fb7,Active response
b1eb364062dad98fbfa639a15f638f647b29fa286c5a9393244f4aa32ff3126a,ff1d9a3711bc496c8a734171591a8fb7,No especificado
35e816d71c50d40dae1835d162ae6caf3e560c469809cc8b712d21e98906e457,ff1d9a3711bc496c8a734171591a8fb7,Active response
e31768282dac1712c54f44dcdc6411aa1b027986a9c5616b635ba3d1799bd176,ff1d9a3711bc496c8a734171591a8fb7,No especificado
b4428b45723fa721ee1c54a3cf5d5b20d8955ed2282b37b8e06f39036492cf0b,ff1d9a3711bc496c8a734171591a8fb7,No especificado
fc66b1a85dbdee0d9245d418054a6ef357fd70dfadb1937ff85a51362d1fae99,ff1d9a3711bc496c8a734171591a8fb7,Active response
6030fc9319511735d269a158f7827f0ada85712190a7c72853d2239811f5b837,ff1d9a3711bc496c8a734171591a8fb7,No especificado
f60fcdfc553973d5505343d1d800c0352501d457eb95032e0fa6691d1c7cdfa4,ff1d9a3711bc496c8a734171591a8fb7,Active response
76b549982ebffdea760a51f343aff9fa5a18133f5d0b05a928cf2b833b253653,ff1d9a3711bc496c8a734171591a8fb7,Active response
0fadf8d7acd06b02dc37cdde4d06c67800b3fd9b0405a39f31f0495ee0ab6b47,ff1d9a3711bc496c8a734171591a8fb7,Active response
844783b6f673e3330748b1a80f0ae21b054dac2ba6a3e84e251890b0dbb7140f,ff1d9a3711bc496c8a734171591a8fb7,Active response
dd05c95f3ce677fdaffb260f461216cae8d113c5f12f3e21e03b4e5281ff1504,ff1d9a3711bc496c8a734171591a8fb7,Active response
b28d7dfffc0e9bafb9ace52b5481032f6dc955acb7b627a047e8d3e0ad7e8ff9,ff1d9a3711bc496c8a734171591a8fb7,Active response
b90a13248ddd70fa0bc310abc10335e0623bd4668eae869169bb5effc8cb6344,ff1d9a3711bc496c8a734171591a8fb7,Active response
530fa2403330bbf327f64dd85157698267995166bef07f4e2fc96bcaf99ec2e4,ff1d9a3711bc496c8a734171591a8fb7,Active response
57226ac912d348dd7ceffc7ec6c8dcbe8291336bcca9f359107f89e3c6941464,ff1d9a3711bc496c8a734171591a8fb7,No especificado
d95946464034fcbf1114741016a50c42bf3fcc4aa2265e77b9e79d5a8dd12f0b,ff1d9a3711bc496c8a734171591a8fb7,Active response
e94e705944bb7083b82165b56829817662852305c79b3eb7aff4aed7415d0e52,ff1d9a3711bc496c8a734171591a8fb7,Active response
975cb0b63b0b7e0550268d4678c1abce25e3d689c612e32cfc506c008ece8995,ff1d9a3711bc496c8a734171591a8fb7,Active response
